id,title,company,location,url,salary_raw,description,city,insights,scraped_at,enriched_at
11,Software Engineer III,Electronic Arts (EA),"Vancouver, BC",,Not listed,"Description & Requirements

Electronic Arts creates next-level entertainment experiences that inspire players and fans around the world. Here, everyone is part of the story. Part of a community that connects across the globe. A place where creativity thrives, new perspectives are invited, and ideas matter. A team where everyone makes play happen.

The ATOM team is building the future of AI-driven game testing. As a Software Engineer for ATOM, reporting to the Director of AI for Quality Verification Services (QVS), you will design and develop the platforms that power next-generation agentic systems. Your mission is to evolve Citadel, ATOM’s internal microservices platform for developing, deploying, and evaluating autonomous agents, enabling ML engineers and QA partners to create high-quality AI artifacts that accelerate game testing across EA’s portfolio.

You will work across backend services, developer tooling, data infrastructure, and game-integration workflows to create a robust foundation for experimentation and scaled evaluation.

Responsibilities
• Design, develop, and maintain Citadel, ATOM’s internal platform for agent development and evaluation — including backend systems, microservices, event-driven components, and cloud/Kubernetes infrastructure.
• Own and evolve Citadel’s game abstraction layer, ensuring reliable access to Xbox and PlayStation development kits, and providing unified interfaces for launching, configuring, and controlling game builds in training and",Vancouver,"{'summary': ""This EA gig will leave you lost in the wilderness of EA's behemoth codebase, fighting a losing battle with Citadel's complexity."", 'vibe': 'corporate_zombie', 'red_flags': [""EA's notorious bureaucracy"", 'Legacy code nightmares', 'Unrealistic expectations'], 'green_flags': ['Opportunity to work on cutting-edge AI tech', 'Talented team', 'Good comp and perks'], 'seniority': 'senior', 'match_score': 62}",2025-11-29 11:18:34.640281,2025-11-29 11:18:34.640281
12,Software Engineer - Devops & Data,TELUS Digital -,"Vancouver, BC",,Not listed,"Requirements:
• Proficient in IAC especially Terraform focusing on GCP Data services and GCP networking (VPC, PSC, PSA, NCC, IPSEC, Security)
• Proficient in Kubernetes building and deployment through Helm Charts.
• Proficient with Application Pipeline building and deploying CI/CD through Github Action and Cloud build.
• Having experience to embed Application Pipeline code security.
• Must be capable of troubleshooting issues( Logging, open-source clues, reviewing knowledge base).
• Must be Hands-on-experience on GCP terraform provider and products with enterprise customers or projects.
• Good Knowledge of Cloud/GCP security principles

Data Engineering:
• Must be able to know and have experience on key GCP Data services (Bigquery, DataFlow, DataStream, Pub/Sub, workflow, EventArch, etc).
• Must be able to review and implement data pipeline code. (Python, nodejs, java)
• Must be able to setup Observability Pipeline through IAC Github and Github Actions
• Must be able to understand traditional Databases especially Oracle and Mysql.
• Must be able to write SQL stored procedure
• Must be having knowledge of CRM -Siebel

Interpersonal Skills:
• Must be flexible for different Time Zone especially EST and MST.
• Must be able to articulate the blocker, challenges for the tasks or solution
• Having the capacity to work independently in a stipulated time period.",Vancouver,"{'summary': ""This job listing is a Frankenstein's monster of requirements, stitched together from various sources, but lacks the depth and finesse expected from a FAANG veteran."", 'vibe': 'faang_tier', 'red_flags': ['Unrealistic expectations of proficiency in multiple areas', 'Lack of clear hierarchy for job responsibilities', 'Unclear expectations for time zone flexibility', 'Overemphasis on buzzwords over concrete skills'], 'green_flags': ['Experience with GCP and Terraform', 'Familiarity with data engineering and GCP data services', 'Understanding of Cloud security principles'], 'seniority': 'junior', 'match_score': 42}",2025-11-29 11:18:39.416905,2025-11-29 11:18:39.416905
13,"Software Engineer, Backend",Rivian,"Vancouver, BC",,Not listed,"About Rivian

Rivian is on a mission to keep the world adventurous forever. This goes for the emissions-free Electric Adventure Vehicles we build, and the curious, courageous souls we seek to attract.

As a company, we constantly challenge what’s possible, never simply accepting what has always been done. We reframe old problems, seek new solutions and operate comfortably in areas that are unknown. Our backgrounds are diverse, but our team shares a love of the outdoors and a desire to protect it for future generations.

Role Summary

At Rivian, we’re reimagining what mobility can be. Beyond redesigning the automobile, we’re rethinking the entire ecosystem. From excitement to sustainability, utility to comfort, we’re working to deliver joyful mobility experiences without the pain points of today.

Our diverse team shares an innate curiosity for the world, a willingness to see things differently, and a passion for getting things done. We never stand still in our pursuit of progress, and we’re looking for the best and brightest talent to accelerate our vision toward future mobility.

Rivian’s Digital Technology Team is responsible for the end-to-end implementation of the digital experience outside the vehicle (e.g. vehicle configurator, payment gateway, vehicle delivery management, service scheduling) across web, mobile app and in-store. To that end, we are developing a world-class commerce platform that will make learning about and purchasing electric adventure vehicles intuiti",Vancouver,"{'summary': ""This job description screams 'FAANG-tier culture' but on the surface, with a Rivian twist that's more 'hidden gem' than 'corporate zombie'."", 'vibe': 'faang_tier|hidden_gem|avoid', 'red_flags': [""The job description reads like a generic 'we're a cool company, join us' brochure."", ""The team's 'innate curiosity' and 'passion for getting things done' might be code for 'we don't have clear processes'."", ""The mention of a 'world-class commerce platform' is a major red flag - how specific is the role's contribution to this?""], 'green_flags': [""Rivian's mission to protect the outdoors is a genuine reason to care about the company's success."", ""The emphasis on 'joyful mobility experiences' is a refreshing change from usual corporate speak."", ""The team's 'willingness to see things differently' could indicate a healthy dose of innovation""], 'seniority': 'mid', 'match_score': 43}",2025-11-29 11:18:43.50744,2025-11-29 11:18:43.50744
14,Software Engineer in Solutions,Suger,"Vancouver, BC",,Not listed,"About Us

Suger is a revenue platform that helps our customers grow on the fastest-growing B2B sales channel: the cloud marketplaces of AWS, Azure, GCP, and Alibaba. Launched in 2022, we take the tech debt out of marketplace sales by providing an API-first approach to quote-to-cash and billing processes. We’re working with over 200 B2B customers, ranging from large enterprises like Snowflake and Intel to fast-growing startups like Glean and Vanta.

This role blends deep technical understanding with customer-facing communication. You’ll work directly with engineering teams at startups and large enterprises to design integrations, troubleshoot issues, and guide customers from discovery through implementation and long-term success.

You’ll collaborate closely with Sales, Customer Success, Product, and Engineering, ensuring customers understand how to use Suger’s APIs, workflows, and marketplace capabilities to drive revenue.

This is a hybrid position, requiring 4 days in the office.

We are a Series A startup, funded by top-tier investors, including Threshold VC, Craft Ventures, Intel Capital, and Y Combinator.

What You'll Do
• Work directly with customers to understand technical requirements and map workflows to Suger’s APIs and integrations
• Lead technical discovery, demos, walkthroughs, and proof-of-concept support
• Guide customers through onboarding, implementation, and go-live
• Troubleshoot API issues, investigate logs, validate configurations, and support escalations
",Vancouver,"{'summary': ""A junior engineer with delusions of grandeur is tasked with coddling customers through Suger's convoluted API, while being tethered to an office for 4 days a week."", 'vibe': 'faang_tier|startup_chaos|avoid', 'red_flags': [""Customer-facing engineering role with too much emphasis on 'guidance' and 'communication'"", '4 days in office is a red flag, especially in Vancouver', 'Too many stakeholders to report to, including Sales, Customer Success, and Product'], 'green_flags': ['API-first approach to quote-to-cash and billing processes', 'Work with large enterprises and startups like Snowflake and Glean', 'Series A startup with top-tier investors'], 'seniority': 'junior', 'match_score': 42}",2025-11-29 11:18:48.043818,2025-11-29 11:18:48.043818
15,Data Engineer - Databricks (Remote),Lumenalta,"Vancouver, BC",,Not listed,"What we're working on:

We help global enterprises launch digital products that reach millions of users. Our projects involve massive datasets, complex pipelines, and real-world impact across industries. We're seeking a Data Engineer to join our remote team and help us solve meaningful problems with clean, scalable data solutions.

What You'll Do
• Join the team as a Senior-Level Data Engineer
• Build and maintain robust ETL pipelines from scratch
• Work with large, complex datasets using Python and raw SQL
• Use tools like PySpark, AWS, and Databricks daily
• Deliver data solutions that drive business outcomes for enterprise clients

What We’re Looking For
• 7+ years of experience as a Data Engineer
• Strong Python and SQL skills
• Hands-on experience with PySpark, AWS, and Databricks
• Proven experience building ETL pipelines
• Fluent in English (spoken and written)

The job is 100% Remote; please ensure you have a comfortable office set at your desired work location.

Salary

Salary range: CA$83,000 - CA$153,000 annually, with final compensation determined by your qualifications, expertise, experience, and the role's scope.

Location:

This is a fully remote position; however, candidates must be based in regions that align with the Pacific, Central, or Eastern U.S. time zones to ensure effective collaboration with client and team schedules.

Benefits

In addition to competitive pay, we offer a variety of benefits to support your professional and personal growth, including:",Vancouver,"{'summary': ""This role is a soulless, money-grabbing nightmare, where you'll be shackled to a remote desk, toiling for faceless enterprise clients, with 'data solutions' that drive 'business outcomes' but sacrifice your humanity."", 'vibe': 'faang_tier|avoid', 'red_flags': ['Salary range is an insult to the market', 'No clear description of the actual role or responsibilities', 'No information about team dynamics or company culture', 'Unrealistic expectations for remote collaboration'], 'green_flags': ['Competitive salary', 'Opportunity to work with Databricks and PySpark', 'Experience with ETL pipelines'], 'seniority': 'senior', 'match_score': 42}",2025-11-29 11:18:52.406332,2025-11-29 11:18:52.406332
16,Senior Software Engineer (Platform),TekRek,"Vancouver, BC",,Not listed,"At TekRek, we have partnered with a fast growing AI company transforming how revenue teams operate. Their platform analyzes every sales and customer interaction, extracts critical insights, and automates next steps directly in CRM systems.

They are looking for a Senior Platform Engineer who will design and scale the cloud infrastructure that powers these intelligent systems. This role offers the opportunity to influence platform strategy, mentor engineers, and build the foundation for high velocity software development.

In this role, you will:
• Architect scalable, resilient, and cost efficient systems on Google Cloud Platform
• Build and optimize infrastructure as code using tools such as Terraform and Pulumi
• Create and maintain automated CI and CD pipelines
• Implement best practices for observability, monitoring, and incident response
• Work closely with product engineering teams to enable rapid and reliable releases
• Mentor engineers and contribute to long term technical roadmaps

We are looking for:
• A minimum of six years of experience in platform engineering, DevOps, or related fields including at least two years in a senior or lead capacity
• Strong experience designing distributed systems and infrastructure platforms
• Deep hands on expertise with Google Cloud Platform, Kubernetes, Docker, and CI and CD tools such as GitHub Actions, GitLab CI, or CircleCI
• Proficiency in one or more programming languages such as Go, Python, or Java for automation and tooling
•",Vancouver,"{'summary': ""TekRek's Senior Platform Engineer role is a lukewarm rehash of every cloud platform job posting, begging for a senior engineer to babysit their Kubernetes clusters and Terraform configs."", 'vibe': 'faang_tier|startup_chaos|avoid', 'red_flags': ['lack of technical challenge', 'no clear ownership', 'overemphasis on mentoring'], 'green_flags': ['Google Cloud Platform expertise', 'opportunity to influence platform strategy', 'mentorship'], 'seniority': 'senior', 'match_score': 45}",2025-11-29 11:18:56.644795,2025-11-29 11:18:56.644795
17,Senior Software Engineer (IBM ODM),Mastercard,"Vancouver, BC",,Not listed,"Our Purpose

Mastercard powers economies and empowers people in 200+ countries and territories worldwide. Together with our customers, we’re helping build a sustainable economy where everyone can prosper. We support a wide range of digital payments choices, making transactions secure, simple, smart and accessible. Our technology and innovation, partnerships and networks combine to deliver a unique set of products and services that help people, businesses and governments realize their greatest potential.

Title and Summary

Senior Software Engineer (IBM ODM)

Who is Mastercard?

Mastercard is a global technology company in the payments industry. Our mission is to connect and power an inclusive, digital economy that benefits everyone, everywhere by making transactions safe, simple, smart, and accessible. Using secure data and networks, partnerships and passion, our innovations and solutions help individuals, financial institutions, governments, and businesses realize their greatest potential.

Our decency quotient, or DQ, drives our culture and everything we do inside and outside of our company. With connections across more than 210 countries and territories, we are building a sustainable world that unlocks priceless possibilities for all.

Overview

The Business Rules Engineering & Strategy team is looking for a Senior Software Engineer to drive forth our mission of building robust IBM ODM Rule solutions that provide transaction-level decisions, alerting and notifications. Bus",Vancouver,"{'summary': 'Another underwhelming job posting from a behemoth of a company, desperate to appear innovative while clinging to dated technologies.', 'vibe': 'corporate_zombie', 'red_flags': ['IBM ODM Rule solutions', 'Transaction-level decisions, alerting and notifications', 'DQ, or Decency Quotient (yeah, right)'], 'green_flags': ['Global technology company in the payments industry', 'Builds connections across more than 210 countries and territories'], 'seniority': 'senior', 'match_score': 40}",2025-11-29 11:19:00.82793,2025-11-29 11:19:00.82793
18,"Software Engineer, Tools & Frameworks",Apple,"Vancouver, BC",,Not listed,"We are a team at Apple within the Tools & Framework organization building innovative automated integration systems. Every day, we tackle a broad range of challenges from crafting distributed computing infrastructure services and frameworks to reliability test infrastructure and tests. These highly available systems safeguard the software we deliver to our users.

Description
As a key contributor to the design and implementation of a system that is critical to the daily workflow of software development, you will play an integral role in shaping tools that empower engineers to build high-quality software efficiently.

You will collaborate closely with your team and cross-functional partners to solve complex problems and deliver elegant, scalable solutions. Your responsibilities will span all facets of the product from feature planning, system architecture, implementation to documentation. Engage with engineering teams and understand their workflows and challenges, and use that insight to inform product decisions and improve the developer experience. Apply metrics and data to identify and address end-to-end performance and reliability issues across systems. Deliver user-focused solutions, always striving for the best outcomes for customers and advocating for their needs throughout the development process. Your work will have a profound and lasting impact on Apple’s software by crafting a robust and reliable system that enables software engineers to contribute high quality work.
",Vancouver,"{'summary': ""You'll design and implement critical systems for Apple's software development workflow, but don't expect autonomy or creativity in a company that suffocates under its own bureaucracy."", 'vibe': 'faang_tier|corporate_zombie', 'red_flags': ['limited creativity', 'toxic bureaucracy', 'long approval processes'], 'green_flags': ['stable career path', 'competitive salary', 'collaborative team'], 'seniority': 'mid', 'match_score': 42}",2025-11-29 11:19:05.36572,2025-11-29 11:19:05.36572
19,"Software Engineer, Product",Asana,"Vancouver, BC",,Not listed,"We’re looking for people who care deeply about customers and are passionate about building products that improve the way millions of teams work together. As a member of the team developing the software of a product-led company, you won’t just code — you will be an integral part of the entire product development process, from conception to post-launch reflection. Asana is helping teams become significantly more productive with our leading work management platform. You will be manifesting continuous improvements in their experience and helping us achieve our mission to enable all teams to work together effortlessly.

The Product team builds features end-to-end. From designing our data models to implementing the subtle interaction behaviors that differentiate good software from great software. We work closely with UI designers and are supported by our infrastructure team. We aim to delight users with both large new features and smaller, daily product enhancements—thanks to our continuous deployment architecture. We want to create a superlative user experience, down to the smallest details.

This role is based in our Vancouver office with an office-centric hybrid schedule. The standard in-office days are Monday, Tuesday, and Thursday. Most Asanas have the option to work from home on Wednesdays. Working from home on Fridays depends on the type of work you do and the teams with which you partner. If you're interviewing for this role, your recruiter will share more about the in-offi",Vancouver,"{'summary': ""Asana is looking for a product engineer to join a team that's drowning in buzzwords, where 'user delight' and 'continuous deployment' are tossed around like incense to appease the gods of Agile."", 'vibe': 'faang_tier|hidden_gem|startup_chaos|avoid', 'red_flags': ['in-office days, but only on Monday, Tuesday, and Thursday, because flexibility is a myth here', 'UI designers are mentioned, but UX is an afterthought', ' continuous deployment sounds like a mess waiting to happen'], 'green_flags': ['continuous deployment architecture', 'optional WFH on Wednesdays', 'in-office days are limited to 3'], 'seniority': 'junior|mid', 'match_score': 45}",2025-11-29 11:19:09.505579,2025-11-29 11:19:09.505579
20,"Senior Software Engineer, Backend - British Columbia",League,"Vancouver, BC",,Not listed,"**About League**

Founded in 2014, League is the leading healthcare consumer experience (CX) platform, powered by artificial intelligence (AI), reaching more than 63 million people around the world and delivering the highest level of personalization in the industry. Payers, providers, and consumer health partners build on League's platform to deliver high-engagement healthcare solutions proven to improve health outcomes. League has raised over $285 million in venture capital funding to date, powering the digital experiences for some of healthcare's most trusted brands, including Highmark Health, Manulife, Medibank, and Shoppers Drug Mart.
• *A Day in the Life:**

Working primarily in Golang and MongoDB, as a Senior Software Engineer, Backend, you'll be building products with our customers for their patients/members to empower people to live healthier, happier lives. You'll be designing, building and integrating these solutions using the League platform as well as improving our platform along the way. This will require critical thinking and creativity!

You will be encouraged to speak your mind and engage. You will collaborate with people across League's organization from other engineering teams, designers, product managers the list goes on! You'll have a high level of ownership to drive deliverables to completion, having a direct impact on League's business. If you enjoy continually coming up with new solutions and seeing your work have a direct impact on a client's success a",Vancouver,"{'summary': ""This role is a ticking time bomb of complexity, hidden beneath a veneer of 'empowerment' and 'customer-centricity', where a lone engineer is expected to carry the weight of a billion-dollar company's platform."", 'vibe': 'faang_tier|corporate_zombie', 'red_flags': ['Over-reliance on Golang and MongoDB', 'High expectations of individual ownership without adequate support', "" Unrealistic emphasis on 'continually coming up with new solutions'""], 'green_flags': ['High level of impact on the business', 'Opportunity to collaborate with cross-functional teams', 'Direct interaction with clients'], 'seniority': 'senior', 'match_score': 60}",2025-11-29 11:19:13.500942,2025-11-29 11:19:13.500942
21,Software Engineer (Onsite),RTX,"Ottawa, ON",,Not listed,"Date Posted:
2025-11-25

Country:
Canada

Location:
104-30 Edgewater Drive, Ottawa, Ontario, K2L 1V8, Canada

Position Role Type:
Unspecified

At Collins Aerospace, it’s our people who make the difference and are the backbone of our technologies. We are currently searching for a Software Engineer to join our team in Ottawa, Canada.

Collins Aerospace is a world leader in wireless communications networking, with products such as high-data-rate HF/VHF/UHF modems and the Self Configuring Relay Network (SCRN) for ad-hoc wireless networks. Collins Aerospace is developing the next generation of HF radios that support significant throughput improvements and ad-hoc networking features, as well as developing Software Defined Radio networking waveforms for customers around the world.

Employing some of the most talented, dedicated people on the planet is not by chance. People from all over the globe choose Collins Aerospace as the cornerstone of their careers, helping create and deliver communications, integration, and engineering solutions that our global customers demand so that our world keeps moving and stays connected. Join Collins Aerospace and help shape our future while creating yours.

What You Will Do
• Participate in specification, design and implementation of software features for radio products and power amplifiers.
• Perform hands on testing of Radio Frequency (RF) communication products.
• Participate in the on-going support of applications and products, both in-house an",Ottawa,"{'summary': 'Another soul-sucking, bureaucratic job at a giant defense contractor, where innovation is a distant memory and RF testing will give you hearing loss', 'vibe': 'corporate_zombie', 'red_flags': ['no mention of technical debt or modern software practices', 'RF testing as a primary responsibility', 'max 30-year-old technology'], 'green_flags': ['RF communication products', 'SDR waveforms'], 'seniority': 'junior', 'match_score': 40}",2025-11-29 11:19:17.648357,2025-11-29 11:19:17.648357
